%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
72969000000,0,-1.14472846989,-0.638208299676,-0.0312225883311,0.0572267690455,0.163282872687,0.984423156153,1.0,0.0
77953000000,0,-1.47841874523,-0.731645417113,-0.017814443363,0.0423413337556,0.140558928304,0.989006089333,0.0,-1.0
80756000000,0,-1.47813843712,-0.827064014614,-0.0136875986103,0.045830847748,0.368128698734,0.928543722292,1.0,0.0
85465000000,0,-1.73326280133,-1.06488470574,-0.0174700210923,0.0639923676739,0.343222364537,0.936908844938,1.0,0.0
90621000000,0,-1.9771399502,-1.33426884682,-0.0152843915719,0.0779649865808,0.400369919815,0.912902938734,1.0,0.0
95554000000,0,-2.24044653606,-1.54391871937,-0.00990989536014,0.0422889146651,0.369554693537,0.928193282757,0.0,-1.0
98496000000,0,-2.15181464487,-1.66675465424,0.00276401040635,0.0378441212311,0.595631509308,0.80236107075,1.0,0.0
103254000000,0,-2.298495634,-1.97944807461,0.0163156181454,-0.00681967968609,0.570462548124,0.821133225343,0.0,-1.0
106253000000,0,-2.21786902352,-2.07398557296,0.0146747164803,-0.00376564080229,0.732387077319,0.680719943605,0.0,-1.0
109253000000,0,-2.11670575388,-2.13409554738,0.00688886102546,-0.0140062987626,0.868618581101,0.495235426595,0.0,-1.0
112651000000,0,-1.94868559223,-2.11272123198,0.0138418902684,-0.0208028906976,0.981098296222,0.191890007458,0.0,1.0
116254000000,0,-2.10199876373,-2.18025542992,0.0042782506572,-0.0214564496551,0.894640295409,0.446251116716,0.0,1.0
119854000000,0,-2.23873881529,-2.1406913317,0.00534269489828,-0.0134327509071,0.770428628719,0.637362334049,0.0,1.0
123416000000,0,-2.35571489248,-2.0409667772,0.00842494493278,-0.0277583660941,0.636396617428,0.770816345663,1.0,0.0
128172000000,0,-2.40890405412,-2.42201756191,0.0167687782535,-0.0539890018404,0.673789988211,0.736757115705,1.0,0.0
132951000000,0,-2.47379633444,-2.78104958461,0.00954926494406,-0.0943099475644,0.6655699948,0.74029117741,0.0,1.0
136553000000,0,-2.57190088034,-2.7019015606,0.0169694075193,-0.0965952561373,0.505920354055,0.856986575772,0.0,1.0
140169000000,0,-2.65524520945,-2.58108369447,0.0404019947227,-0.0733258773015,0.237473746975,0.967779527598,1.0,0.0
144863000000,0,-3.00314775757,-2.75095824303,0.028333467837,-0.0566540828714,0.236189983924,0.969640047125,1.0,0.0
