%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7
399191000000,0,-3.95714986327,-0.460670170355,-0.000204870661523,-0.0501407663619,0.697121653905,-0.71519735824,1.0,0.0
403993000000,0,-3.96541446885,-0.115900188825,-0.00776054025459,-0.0343179363654,0.702081170867,-0.711227166785,1.0,0.0
408850000000,0,-3.9996797484,0.266476041299,0.00576676206235,-0.00179273255131,0.673486603284,-0.73917475996,1.0,0.0
413847000000,0,-3.99634364847,0.647157912294,0.012667163164,0.0329193979897,0.697794861415,-0.71542867401,1.0,0.0
418696000000,0,-3.98353702918,1.01172195681,0.0111838026474,0.0355771414999,0.712066575931,-0.701120803431,1.0,0.0
423494000000,0,-3.96737254414,1.38348349703,0.0456052689724,0.0263694035036,0.706211182078,-0.706038653552,1.0,0.0
428244000000,0,-3.9571881416,1.77331698551,0.0806954658774,0.0163435365422,0.68251804333,-0.726216394147,1.0,0.0
432994000000,0,-3.96953513932,2.11110629465,0.0688912367221,0.00545715420184,0.681913623852,-0.728160714798,1.0,0.0
437758000000,0,-4.00953045108,2.47303303158,0.0425195521168,-0.0242079425941,0.681556156283,-0.730128255196,1.0,0.0
442749000000,0,-4.06809763034,2.84012085498,0.00631867506836,-0.0342959457339,0.672242924137,-0.739508832537,1.0,0.0
447769000000,0,-4.11996160844,3.18838778585,-0.0298321903646,-0.0446162460986,0.668852444584,-0.741455216703,0.0,1.0
451266000000,0,-4.00958635027,3.08659049287,-0.00307690634303,-0.0409025238786,0.80143241482,-0.59667713268,0.0,1.0
454664000000,0,-3.92088747506,2.92876042291,0.0126691053574,-0.047819167485,0.926196188538,-0.373782612393,0.0,1.0
457939000000,0,-3.86520025003,2.73405087199,0.0120574441336,-0.0379158900808,0.997651414537,-0.0557553440733,1.0,0.0
462562000000,0,-3.50824559979,2.69993436844,0.0168519182654,-0.0348360123862,0.999250100174,0.00130475844987,0.0,-1.0
465566000000,0,-3.480203872,2.80937234678,0.0124349955061,-0.0355946466584,0.977894162135,-0.20567304072,0.0,1.0
468840000000,0,-3.50472401937,2.69343399096,0.0187353339086,-0.0343012450913,0.999235840991,0.000382003660506,1.0,0.0
473564000000,0,-3.1631949793,2.66328886406,0.00306348486354,-0.0301986702679,0.998898810162,0.0357746059592,0.0,-1.0
477150000000,0,-3.1149707419,2.77967168064,0.00515848827444,-0.0231180278444,0.981759475362,-0.188645909903,1.0,0.0
482067000000,0,-2.78841379108,2.93925247414,-0.0371821483834,-0.0287599541635,0.980020987756,-0.193259453678,0.0,1.0
485463000000,0,-2.89857927265,2.83389690005,-0.01156432384,-0.0251078918658,0.999049643252,0.0336997106416,0.0,1.0
488794000000,0,-3.02362216696,2.75688442608,0.00795440280025,-0.0233393006259,0.975477315579,0.218714451541,1.0,0.0
493744000000,0,-2.70625868794,2.6068605569,-0.0622058186408,-0.00164527112665,0.978160976423,0.198314985348,1.0,0.0
498666000000,0,-2.28508131678,2.47866890197,-0.00952585848262,0.00649761926164,0.987863999252,0.154892730451,0.0,1.0
502143000000,0,-2.55596576853,2.46141926441,-0.0818563074226,-0.00995435744974,0.873930221136,0.479005662062,1.0,0.0
507068000000,0,-2.26647010632,2.13798136236,-0.0256094916789,0.0216584207416,0.889679904464,0.455351220862,0.0,-1.0
510229000000,0,-2.15822065371,2.18325268868,-0.0206039362033,0.0200687111904,0.961269283602,0.274105981415,1.0,0.0
514798000000,0,-1.8562490581,1.96599556641,-0.0163177469428,-0.00139549301616,0.958164997197,0.285747479221,1.0,0.0
519655000000,0,-1.57111855815,1.7240634499,0.0139920152068,-0.0343706094712,0.947272699984,0.318272393681,1.0,0.0
524797000000,0,-1.31920588868,1.47344919914,0.0309513121579,-0.0577075984901,0.938568194822,0.338823837739,1.0,0.0
529646000000,0,-0.966938444173,1.22256637374,0.0550824035642,-0.0289666851313,0.935485934421,0.347840374987,1.0,0.0
534468000000,0,-0.617437016979,1.00491356396,0.012181796578,-0.00988303331688,0.947998015247,0.317889434509,0.0,1.0
537796000000,0,-0.752378990603,1.00841786913,0.0291109664419,-0.00327365546707,0.830900368385,0.555649541195,1.0,0.0
542698000000,0,-0.447778293487,0.599420714,0.0671074361579,0.0296554557049,0.862809532743,0.5001768249,1.0,0.0
547498000000,0,-0.319315290187,0.253075762646,0.0521422023648,0.0101362998354,0.830436069546,0.554575856448,1.0,0.0
552470000000,0,-0.172501758764,-0.0725389749246,0.0244646669466,0.0162937118773,0.836688210161,0.546890148021,0.0,-1.0
555331000000,0,-0.0359452357695,-0.0855642338887,0.0259036383834,0.00768918543691,0.944679292413,0.326880578243,1.0,0.0
